id,source,date,url
1671001274765152259,DailyNews_lk,2023-06-20 03:45:24+00:00,https://t.co/kPRhiXcAbg
1671001274765152259,DailyNews_lk,2023-06-20 03:45:24+00:00,https://t.co/kc31xamTei
1670130714854174722,DailyNews_lk,2023-06-17 18:06:06+00:00,https://t.co/kPRhiXcAbg
1670130714854174722,DailyNews_lk,2023-06-17 18:06:06+00:00,https://t.co/g8PByu6TZW
1670130054825902080,DailyNews_lk,2023-06-17 18:03:29+00:00,https://t.co/04zfKElxGn
1670130054825902080,DailyNews_lk,2023-06-17 18:03:29+00:00,https://t.co/kPRhiXcAbg
1670130054825902080,DailyNews_lk,2023-06-17 18:03:29+00:00,https://t.co/cVF8CZRSh5
1670129281551446019,DailyNews_lk,2023-06-17 18:00:24+00:00,https://t.co/kPRhiXcAbg
1670129281551446019,DailyNews_lk,2023-06-17 18:00:24+00:00,https://t.co/AJKmJQF3R9
1668657299211296768,DailyNews_lk,2023-06-13 16:31:16+00:00,https://t.co/kPRhiXcAbg
1668657299211296768,DailyNews_lk,2023-06-13 16:31:16+00:00,https://t.co/RIqJia0PUx
1668545137029558272,DailyNews_lk,2023-06-13 09:05:35+00:00,https://t.co/gjJJh8R2QJ
1668108658344067072,DailyNews_lk,2023-06-12 04:11:10+00:00,https://t.co/kPRhiXcAbg
1668108658344067072,DailyNews_lk,2023-06-12 04:11:10+00:00,https://t.co/Bdc7UDzIkD
1667796241395195905,DailyNews_lk,2023-06-11 07:29:44+00:00,https://t.co/PK4XqeXjZv
1667487676201615362,DailyNews_lk,2023-06-10 11:03:37+00:00,https://t.co/d3nuWMHays
1667398473375977475,DailyNews_lk,2023-06-10 05:09:09+00:00,https://t.co/tfgbpAyloO
1666880894781751302,DailyNews_lk,2023-06-08 18:52:29+00:00,https://t.co/3HZV1daVO3
1666521853232402435,DailyNews_lk,2023-06-07 19:05:46+00:00,https://t.co/8OurjBTyt7
1666521853232402435,DailyNews_lk,2023-06-07 19:05:46+00:00,https://t.co/f0shCUGFeq
1661840685375299610,DailyNews_lk,2023-05-25 21:04:29+00:00,https://t.co/r3epDCSKRO
1661656999635959808,DailyNews_lk,2023-05-25 08:54:35+00:00,https://t.co/nBIwiMVVRh
1661654838822748162,DailyNews_lk,2023-05-25 08:46:00+00:00,https://t.co/TqMvauEL4y
1661654376606232577,DailyNews_lk,2023-05-25 08:44:10+00:00,https://t.co/vykCwXVh2N
1661650846667489280,DailyNews_lk,2023-05-25 08:30:08+00:00,https://t.co/B0wmcf49tI
1661645915688669184,DailyNews_lk,2023-05-25 08:10:32+00:00,https://t.co/YqovZXt3cu
1661593778204082176,DailyNews_lk,2023-05-25 04:43:22+00:00,https://t.co/jgK8yJQigt
1660866374078480384,DailyNews_lk,2023-05-23 04:32:55+00:00,https://t.co/V1W840KKt2
1660866374078480384,DailyNews_lk,2023-05-23 04:32:55+00:00,https://t.co/vV5L1TZzXy
1660865263993233409,DailyNews_lk,2023-05-23 04:28:30+00:00,https://t.co/9ZfvDa8Zld
1660865263993233409,DailyNews_lk,2023-05-23 04:28:30+00:00,https://t.co/kPRhiXcAbg
