id,source,date,url
1674488866487541775,adaderana,2023-06-29 18:43:50+00:00,https://t.co/gOSYENK0dw
1674488229196603409,adaderana,2023-06-29 18:41:18+00:00,https://t.co/LvYoESGgxV
1674461139990904832,adaderana,2023-06-29 16:53:40+00:00,https://t.co/JglUrchC9C
1674460909882998784,adaderana,2023-06-29 16:52:45+00:00,https://t.co/tgDIWI7t58
1674460263494586368,adaderana,2023-06-29 16:50:11+00:00,https://t.co/HBVZ2hNTUR
1674459972372168704,adaderana,2023-06-29 16:49:02+00:00,https://t.co/ljfx7wWi4D
1674459713227075586,adaderana,2023-06-29 16:48:00+00:00,https://t.co/iwlQp4nGVD
1674416854079799296,adaderana,2023-06-29 13:57:41+00:00,https://t.co/C9n8fRaUIY
1674412079560921089,adaderana,2023-06-29 13:38:43+00:00,https://t.co/JglUrchC9C
1674408128958398465,adaderana,2023-06-29 13:23:01+00:00,https://t.co/tWuOQgcahV
1674408128958398465,adaderana,2023-06-29 13:23:01+00:00,https://t.co/6ENtYmKAdt
1674406616899223555,adaderana,2023-06-29 13:17:01+00:00,https://t.co/mAlgoTRYxb
1674399597404233729,adaderana,2023-06-29 12:49:07+00:00,https://t.co/evrZSVznRg
1674391635143032833,adaderana,2023-06-29 12:17:29+00:00,https://t.co/CegpeOV752
1674383318333403136,adaderana,2023-06-29 11:44:26+00:00,https://t.co/3b1nFkaVbA
1674382952627851269,adaderana,2023-06-29 11:42:59+00:00,https://t.co/jxCz5nbfLk
1674382363030343680,adaderana,2023-06-29 11:40:38+00:00,https://t.co/wOd0awkGKs
1674382005579169792,adaderana,2023-06-29 11:39:13+00:00,https://t.co/heKRWQFkn2
1674372376610349056,adaderana,2023-06-29 11:00:57+00:00,https://t.co/2Yo4yElK9R
1674368793852690433,adaderana,2023-06-29 10:46:43+00:00,https://t.co/CVjf7He7u9
1674354323545808899,adaderana,2023-06-29 09:49:13+00:00,https://t.co/RVIm7ARwVy
1674329692248195073,adaderana,2023-06-29 08:11:20+00:00,https://t.co/lvV9K2bYke
1674319756621500417,adaderana,2023-06-29 07:31:51+00:00,https://t.co/dVByBY1iOM
1674308060947283968,adaderana,2023-06-29 06:45:23+00:00,https://t.co/ovwLXUvROt
1674303547813376000,adaderana,2023-06-29 06:27:27+00:00,https://t.co/DfYc78hcNs
1674300964356993025,adaderana,2023-06-29 06:17:11+00:00,https://t.co/vTreT2a3Ah
1674298871680499712,adaderana,2023-06-29 06:08:52+00:00,https://t.co/JglUrchC9C
1674297916201074691,adaderana,2023-06-29 06:05:04+00:00,https://t.co/j9eq1f9mbd
1674297257087102977,adaderana,2023-06-29 06:02:27+00:00,https://t.co/ydZU3iMjTF
1674289396961497088,adaderana,2023-06-29 05:31:13+00:00,https://t.co/uUjQ91X4rg
1674288487091109888,adaderana,2023-06-29 05:27:36+00:00,https://t.co/PiE7Q9GoYb
1674287165570707456,adaderana,2023-06-29 05:22:21+00:00,https://t.co/9tNhjkB1nJ
1674284534353870849,adaderana,2023-06-29 05:11:54+00:00,https://t.co/Dxe9kAc7JM
1674281998314266625,adaderana,2023-06-29 05:01:49+00:00,https://t.co/JglUrchC9C
1674281993075576832,adaderana,2023-06-29 05:01:48+00:00,https://t.co/JglUrchC9C
1674281990424784896,adaderana,2023-06-29 05:01:47+00:00,https://t.co/JglUrchC9C
